music_id,music_name,music_artist,music_difficulty
914,いちげき！のテーマ -日向 千夏ソロver.-,曲：ヒゲドライバー／歌：日向 千夏(CV：岡咲 美保),"[4, 8.7, 11, 13.7, '']"
915,月詠に鳴る,Feryquitous feat.藍月なくる,"[3, 8.7, 11.5, 14.5, '']"
916,MeteorSnow,あず♪,"[6, 9.7, 13.3, 15.3, '']"
919,VIIIbit Explorer,Lime,"[4, 10, 13.2, 14.6, '']"
917,キズナヒトツ,ムラサメ (CV：佐藤 みかん) 「千恋＊万花」,"[1, 5, 8.7, 12, '']"
918,レータイスパークEx,ビートまりお（COOL&CREATE）,"[4, 8.7, 11.7, 14.1, '']"
920,ぽかぽか温泉音頭 -三角 葵ソロver.-,曲：橘亮祐、篠崎あやと／歌：三角 葵(CV：春野 杏),"[2, 7, 9, 12.7, '']"
921,ぽかぽか温泉音頭 -逢坂 茜ソロver.-,曲：橘亮祐、篠崎あやと／歌：逢坂 茜(CV：大空 直美),"[2, 7, 9, 12.7, '']"
922,ぽかぽか温泉音頭 -日向 千夏ソロver.-,曲：橘亮祐、篠崎あやと／歌：日向 千夏(CV：岡咲 美保),"[2, 7, 9, 12.7, '']"
925,Fragrance,Tsukasa(Arte Refact),"[3, 10, 14.6, 14.7, '']"
924,We Gonna Party,Cranky,"[2, 8, 10.7, 13.8, '']"
923,Starlight Disco,loos feat. Meramipop,"[2, 7, 9, 13.3, '']"
927,Goodbye Innocence,She is Legend「ヘブンバーンズレッド」,"[3, 7.7, 10.4, 13.3, '']"
926,INTERNET YAMERO,Aiobahn feat. KOTOKO,"[3, 8.7, 11.7, 14.1, '']"
930,Tricky Treat!!!,曲：Kijibato(Dream Monster)／歌：逢坂 茜(CV：大空 直美)、高瀬 梨緒(CV：久保 ユリカ)、柏木 咲姫(CV：石見 舞菜香),"[5, 9, 12.7, 14.2, '']"
929,Buck's Fizz,わかどり,"[3, 9.7, 12.5, 14.7, '']"
928,天つ風 feat. 夏川陽子,onoken,"[3, 6, 10.7, 12.4, '']"
932,Stellar:Dream,EmoCosine + Synthion,"[6, 10.7, 13.7, 15.1, '']"
931,RIFFRAIN,夏代孝明,"[2, 6, 8.7, 12.6, '']"
935,アルカンシエル,Yamajet「グルーヴコースター」,"[4, 9, 11.8, 13.5, '']"
934,聖者の鼓動,世阿弥「グルーヴコースター」,"[3, 9, 12.8, 14.4, '']"
933,ouroboros -twin stroke of the end-,Cranky VS MASAKI「グルーヴコースター」,"[4, 9.7, 13.5, 14.7, '']"
937,WE'RE BACK!!,Zekk,"[3, 9.7, 12.7, 14.4, '']"
936,N3V3R G3T OV3R,C-Show,"[2, 9, 12.2, 14.5, '']"
938,Geki Geki!! 激闘Break Out!! -藤沢 柚子ソロver.-,曲：Haggy Rock(Dream Monster)／歌：藤沢 柚子(CV：久保田 梨沙),"[4, 7, 10, 13, '']"
939,Geki Geki!! 激闘Break Out!! -井之原 小星ソロver.-,曲：Haggy Rock(Dream Monster)／歌：井之原 小星(CV：ももの はるな),"[4, 7, 10, 13, '']"
940,Geki Geki!! 激闘Break Out!! -逢坂 茜ソロver.-,曲：Haggy Rock(Dream Monster)／歌：逢坂 茜(CV：大空 直美),"[4, 7, 10, 13, '']"
942,Prominence,曲：下野 隼／歌：皇城 セツナ(CV：八巻 アンナ)、式宮 碧音(CV：髙橋 ミナミ),"[6, 9.7, 12.9, 14.6, '']"
941,Apollo -onoken AxSwing Remix-,onoken,"[3, 8.7, 12.6, 13.8, '']"
944,Sage,かめりあ,"[4, 10, 13, 14.9, '']"
943,予感のシグナル,温泉むすめ 日中早百合（CV:春野 杏）「温泉むすめ」,"[2, 6, 10.4, 13.3, '']"
947,ステラ,じん/初音ミク/Leo/need「プロジェクトセカイ カラフルステージ！ feat. 初音ミク」,"[4, 7, 11, 13.4, '']"
946,パラソルサイダー,ナナホシ管弦楽団/巡音ルカ/MORE MORE JUMP！「プロジェクトセカイ カラフルステージ！ feat. 初音ミク」,"[3, 6, 10.7, 12.9, '']"
945,星界ちゃんと可不ちゃんのおつかい合騒曲,南ノ南,"[5, 8, 11.7, 14, '']"
949,つっぱれ！にゃんきー魂,Neko Hacker feat.うごくちゃん,"[3, 8, 11.9, 13.9, '']"
948,Elemental Ethnic,Yooh,"[4, 9, 12.8, 14.7, '']"
951,Zitronectar,Reku Mochizuki,"[5, 8.7, 12.9, 14.5, '']"
950,GAME：CHANGER,uma vs. ガリガリさむし,"[7.7, 9.7, 13.1, 14.9, '']"
952,3分ガール,HIMEHINA,"[6, 9, 12.2, 14.3, '']"
953,ド屑,なきそ,"[2, 6, 10.7, 13.6, '']"
954,反撃! 突撃! Back To Back! -星咲 あかりソロver.-,曲：矢鴇つかさ & 脇眞富（Arte Refact）／歌：星咲 あかり(CV：赤尾 ひかる),"[2, 7, 9.7, 13, '']"
955,反撃! 突撃! Back To Back! -高瀬 梨緒ソロver.-,曲：矢鴇つかさ & 脇眞富（Arte Refact）／歌：高瀬 梨緒(CV：久保 ユリカ),"[2, 7, 9.7, 13, '']"
959,MEGALOVANIA,Toby Fox「UNDERTALE」,"[5, 9, 12.8, 14.4, 14.9]"
961,And Revive The Melody,黒魔,"[6, 10.7, 13.8, 15.3, '']"
962,Dramatic…?,曲：Kijibato／歌：星咲 あかり(CV：赤尾 ひかる)、珠洲島 有栖(CV：長縄 まりあ)、日向 千夏(CV：岡咲 美保)、皇城 セツナ(CV：八巻 アンナ),"[5, 8.7, 11.8, 13.9, '']"
963,STEP BY STEP,曲：竹内サティフォ／歌：星咲 あかり(CV：赤尾 ひかる),"[2, 6, 9.7, 12.7, '']"
964,はっぴ～しゅ～てぃんぐすた～,曲：森羅万象／歌：藤沢 柚子(CV：久保田 梨沙),"[4, 8, 11.8, 13.6, '']"
965,Event Horizon,曲：5u5h1／歌：三角 葵(CV：春野 杏),"[2, 8, 11.1, 13.7, '']"
966,THE TRiANGLE,Yuta Imai,"[6, 10, 12.9, 14.9, '']"
957,INTERNET OVERDOSE,Aiobahn feat. KOTOKO,"[3, 7, 11, 13.4, '']"
956,シリウスの輝きのように,鳳 ここな(CV.石見舞菜香)、静香(CV.長谷川育美)、カトリナ・グリーベル(CV.天城サリー)、新妻八恵(CV.長縄まりあ)、柳場ぱんだ(CV.大空直美)、流石知冴(CV.佐々木李子),"[5, 8, 10.7, 13.1, 14.9]"
958,きゅうくらりん,いよわ,"[5, 7.7, 10.7, 14, '']"
960,Grayed Out-Antifront-,Getty vs. DJ DiA,"[5, 9, 12.5, 14.3, '']"
967,オン×ステージ！ -星咲 あかりソロver.-,曲：塩野 海／歌：星咲 あかり(CV：赤尾 ひかる),"[3, 7, 10, 12, '']"
968,オン×ステージ！ -式宮 舞菜ソロver.-,曲：塩野 海／歌：式宮 舞菜(CV：牧野 天音),"[3, 7, 10, 12, '']"
969,Prominence -皇城 セツナソロver.-,曲：下野 隼／歌：皇城 セツナ(CV：八巻 アンナ),"[6, 9.7, 12.7, 14, '']"
970,Prominence -式宮 碧音ソロver.-,曲：下野 隼／歌：式宮 碧音(CV：髙橋 ミナミ),"[6, 9.7, 12.7, 14, '']"
972,スカーレット警察のゲットーパトロール24時,七条レタスグループ,"[3, 7, 10.7, 13.8, '']"
971,プラネタリウム・レヴュー,千寿 暦(CV.鳥部万里子)、ラモーナ・ウォルフ(CV.田中美海)、王 雪(CV.花井美春)、リリヤ・クルトベイ(CV.安齋由香里)、与那国緋花里(CV.下地紫野),"[3, 5, 10, 12.2, '']"
974,Dramatic…？ -珠洲島 有栖ソロver.-,曲：Kijibato／歌：珠洲島 有栖(CV：長縄 まりあ),"[5, 8.7, 11.7, 13.7, '']"
975,Dramatic…？ -日向 千夏ソロver.-,曲：Kijibato／歌：日向 千夏(CV：岡咲 美保),"[5, 8.7, 11.7, 13.7, '']"
976,Dramatic…？ -皇城 セツナソロver.-,曲：Kijibato／歌：皇城 セツナ(CV：八巻 アンナ),"[5, 8.7, 11.7, 13.7, '']"
973,Dramatic…？ -星咲 あかりソロver.-,曲：Kijibato／歌：星咲 あかり(CV：赤尾 ひかる),"[5, 8.7, 11.7, 13.7, '']"
977,えんじぇる♡ピタゴリ☆ほーみたい！,あべにゅうぷろじぇくと feat.エンジェルオールスターズ(めぐる・すみれ・遥・葵・クルミ・テスラ・ナイン),"[3, 7, 10, 12.8, '']"
979,偉大なる悪魔は実は大天使パトラちゃん様なのだ！,周防パトラ,"[4, 8.7, 11.7, 13.7, '']"
978,ハートサーモグラフィー,周防パトラ,"[3, 6, 9.7, 12.7, '']"
980,ヒストリー×ブレイカー -高瀬 梨緒ソロver.-,曲：中土智博／歌：高瀬 梨緒(CV：久保 ユリカ),"[2, 7, 11, 13, '']"
981,ヒストリー×ブレイカー -藍原 椿ソロver.-,曲：中土智博／歌：藍原 椿(CV：橋本 ちなみ),"[2, 7, 11, 13, '']"
982,ヒストリー×ブレイカー -結城 莉玖ソロver.-,曲：中土智博／歌：結城 莉玖(CV：朝日奈 丸佳),"[2, 7, 11, 13, '']"
985,Livmetarryr,a_hisa,"[2, 8.7, 11, 13.9, '']"
984,Cogito ergo sum,佐藤 優樹,"[3, 9.7, 13, 14.7, '']"
988,ロミオとシンデレラ,doriko,"[3, 6, 10.7, 12.9, '']"
987,おひめさまになりたいのッ！,OSTER project,"[2, 8, 10, 13.5, '']"
986,ずんだパーリナイ,なみぐる feat.ずんだもん,"[3, 7, 9.7, 13.6, '']"
990,雪男,かねこちはる,"[6, 10.7, 13.6, 15.1, '']"
989,Blessed Rain,ぺのれり,"[5, 9, 12.7, 14.4, '']"
993,10pt8ion,Lite Show Magic「グルーヴコースター」,"[4, 9, 12.1, 14.4, '']"
992,Got more raves? -xiRemix-,xi「グルーヴコースター」,"[7.7, 10, 13.7, 14.8, '']"
991,Lethal Dose,sky_delta「グルーヴコースター」,"[5, 9.7, 12.7, 13.9, '']"
994,風仁雷仁,カラフル・サウンズ・ポート,"[2, 6, 10.7, 13.8, '']"
995,Synthesis.,tn-shi,"[4, 9.7, 13, 14.9, '']"
997,淵底のグレイ・ユークロニア,打打だいず vs. siromaru vs. Tanchiky,"[6, 10, 13.4, 14.9, '']"
996,冥乱幻舞,PRASTIK DANCEFLOOR,"[4, 9.7, 13.2, 14.7, '']"
999,ガチ恋ラビリンス,森羅万象,"[5, 8, 11.7, 13.8, '']"
998,メランコリック,Junky,"[2, 5, 9, 12.6, '']"
1000,Lots of love,アスタレーヴ「Re:ステージ！プリズムステップ」,"[3, 7, 11, 13.4, '']"
1004,アイシング・ドリーム,曲：卯乃／歌：珠洲島 有栖(CV：長縄 まりあ)、西館 ハク(CV：佐藤 実季),"[2, 6, 10.7, 12.9, '']"
1003,Individual on parade!,曲：渡部チェル／歌：珠洲島 有栖(CV：長縄 まりあ)、皇城 セツナ(CV：八巻 アンナ)、柏木 咲姫(CV：石見 舞菜香)、日向 千夏(CV：岡咲 美保)、井之原 小星(CV：ももの はるな),"[3, 7.7, 10, 13, '']"
1001,サンダーレスキュー！,トライアムトーン「Re:ステージ！プリズムステップ」,"[5, 8.7, 12.9, 13.9, '']"
1002,泡白昼夢,アルシュシュ「Re:ステージ！プリズムステップ」,"[2, 6, 9.7, 12.9, '']"
1005,Tricky Treat!!! -逢坂 茜ソロver.-,曲：Kijibato(Dream Monster)／歌：逢坂 茜(CV：大空 直美),"[5, 9, 12.7, 14, '']"
1006,Tricky Treat!!! -高瀬 梨緒ソロver.-,曲：Kijibato(Dream Monster)／歌：高瀬 梨緒(CV：久保 ユリカ),"[5, 9, 12.7, 14, '']"
1007,Tricky Treat!!! -柏木 咲姫ソロver.-,曲：Kijibato(Dream Monster)／歌：柏木 咲姫(CV：石見 舞菜香),"[5, 9, 12.7, 14, '']"
1008,Individual on parade! -柏木 咲姫ソロver.-,曲：渡部チェル／歌：柏木 咲姫(CV：石見 舞菜香),"[3, 7.7, 10, 13, '']"
1009,Individual on parade! -井之原 小星ソロver.-,曲：渡部チェル／歌：井之原 小星(CV：ももの はるな),"[3, 7.7, 10, 13, '']"
1010,Individual on parade! -珠洲島 有栖ソロver.-,曲：渡部チェル／歌：珠洲島 有栖(CV：長縄 まりあ),"[3, 7.7, 10, 13, '']"
1011,Individual on parade! -日向 千夏ソロver.-,曲：渡部チェル／歌：日向 千夏(CV：岡咲 美保),"[3, 7.7, 10, 13, '']"
1012,Individual on parade! -皇城 セツナソロver.-,曲：渡部チェル／歌：皇城 セツナ(CV：八巻 アンナ),"[3, 7.7, 10, 13, '']"
1013,Sparking Revolver,xi,"[4, 9.7, 13, 14.7, '']"
1014,アンバークロニクル,しーけー feat.ricono,"[3, 8.7, 10, 13, '']"
